transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T100637,2023-11-19T16:02:09.210968,ACC390354,ACC109563,458.62,withdrawal,restaurant,Berlin,atm,False,,,0.68,17,0.06,UPI,77.180.173.235,D3349469
T100638,2023-04-13T11:15:34.792013,ACC417645,ACC513064,1702.96,deposit,other,Dubai,pos,False,,,-2.03,17,0.26,ACH,165.178.206.34,D1753785
T100639,2023-01-12T17:36:40.878019,ACC266911,ACC342959,0.01,deposit,travel,Singapore,pos,False,,,-1.05,8,0.98,wire_transfer,121.53.89.196,D8047372
T100640,2023-12-03T17:00:43.187961,ACC741627,ACC362651,1079.95,deposit,retail,London,pos,False,,,-1.5,6,0.32,wire_transfer,230.193.68.102,D4283602
T100641,2023-04-03T17:51:20.501338,ACC811824,ACC399986,376.43,withdrawal,utilities,Tokyo,pos,False,,,-1.19,3,0.58,ACH,49.104.17.71,D1087850
T100642,2023-05-12T18:45:15.761079,ACC695900,ACC673131,86.16,deposit,restaurant,Tokyo,pos,False,,,0.64,16,0.5,ACH,182.70.34.224,D8172456
T100643,2023-08-17T09:07:24.016710,ACC696799,ACC181939,474.17,withdrawal,grocery,London,mobile,False,,,-1.13,8,0.05,UPI,169.11.114.148,D5217487
T100644,2023-05-23T23:08:07.266201,ACC171253,ACC265531,50.56,transfer,travel,Berlin,atm,False,,,-0.92,4,0.58,UPI,134.15.16.173,D8070014
T100645,2023-04-06T15:19:06.529461,ACC901883,ACC162276,417.96,withdrawal,utilities,Toronto,mobile,False,,,-0.85,16,0.07,ACH,18.177.36.213,D2352134
T100646,2023-11-21T13:39:47.627323,ACC235753,ACC383648,1159.45,deposit,travel,New York,pos,False,,,-0.62,10,0.78,ACH,116.10.28.13,D4291258
T100647,2023-07-15T11:28:05.316019,ACC815067,ACC816801,1493.91,deposit,other,New York,pos,False,,,-0.86,5,0.43,UPI,218.70.59.224,D2979586
T100648,2023-11-24T22:00:19.237906,ACC468877,ACC303052,12.65,transfer,online,New York,web,False,,,0.12,14,0.75,ACH,23.7.127.29,D2285330
T100649,2023-01-22T06:17:39.097643,ACC289365,ACC396323,624.81,deposit,restaurant,Toronto,web,False,,,0.08,5,0.61,wire_transfer,245.62.39.39,D5197640
T100650,2023-12-09T18:07:20.812531,ACC618970,ACC839513,8.07,transfer,utilities,Singapore,atm,False,,,0.16,8,0.53,wire_transfer,136.163.53.27,D6815577
T100651,2023-11-26T13:43:34.707011,ACC752079,ACC609825,15.49,transfer,travel,Berlin,web,False,,,-0.82,10,0.74,ACH,107.62.190.72,D1601759
T100652,2023-12-24T20:29:20.325502,ACC561664,ACC781478,47.24,payment,travel,New York,pos,False,,,-0.17,10,0.83,card,43.30.142.196,D9310719
T100653,2023-01-08T09:06:45.595008,ACC503348,ACC565588,1292.24,deposit,utilities,Berlin,pos,False,,,1.32,14,0.53,ACH,156.16.178.13,D6640806
T100654,2023-12-04T02:50:25.659406,ACC949602,ACC889911,0.01,withdrawal,retail,Toronto,pos,False,,,0.47,2,0.81,UPI,198.147.237.217,D9705913
T100655,2023-04-06T10:28:55.947130,ACC590033,ACC881853,436.12,withdrawal,entertainment,New York,atm,False,,,-2.25,3,1.0,wire_transfer,151.172.202.19,D5601485
T100656,2023-05-13T21:26:49.323537,ACC362682,ACC920433,1159.63,deposit,travel,Sydney,atm,False,,,0.62,1,0.44,wire_transfer,238.18.183.245,D4654790
T100657,2023-05-30T21:25:52.972230,ACC183410,ACC389874,9.13,transfer,travel,Singapore,web,False,,,-0.89,9,0.26,wire_transfer,253.65.116.89,D3464602
T100658,2023-11-15T20:03:18.858902,ACC151988,ACC343974,1082.99,deposit,retail,Tokyo,pos,False,,,1.53,2,0.95,wire_transfer,132.131.8.180,D1750496
T100659,2023-08-08T16:04:14.261826,ACC214466,ACC181242,176.24,payment,travel,London,web,False,,,0.41,11,0.57,ACH,212.36.218.144,D3400475
T100660,2023-01-10T19:19:28.957449,ACC926450,ACC477788,15.17,transfer,online,Toronto,pos,False,,,-0.43,2,0.29,wire_transfer,76.13.54.108,D6253043
T100661,2023-07-07T09:34:27.149470,ACC632867,ACC921524,37.28,transfer,utilities,Dubai,mobile,False,,,-0.41,13,0.76,ACH,40.39.114.214,D3034109
T100662,2023-11-07T00:55:58.437453,ACC936979,ACC153929,194.92,payment,other,Toronto,atm,False,,,0.43,8,0.33,ACH,185.118.233.161,D2936374
T100663,2023-09-11T13:19:14.320395,ACC868394,ACC529838,16.99,transfer,travel,Toronto,mobile,False,,,-0.71,16,0.61,wire_transfer,229.214.117.64,D5109477
T100664,2023-10-11T22:41:12.689791,ACC806850,ACC713160,554.43,withdrawal,grocery,Sydney,atm,False,,,0.76,17,0.98,wire_transfer,253.101.92.232,D1260252
T100665,2023-03-03T09:54:48.471350,ACC376169,ACC902694,299.73,payment,travel,Tokyo,mobile,False,,,0.69,1,0.69,UPI,37.67.198.216,D6945304
T100666,2023-02-17T10:29:17.412215,ACC683994,ACC353162,15.71,transfer,travel,Toronto,atm,False,,,0.3,12,0.95,card,209.230.223.148,D9004511
T100667,2023-09-14T11:59:45.403288,ACC292362,ACC858862,591.22,deposit,entertainment,New York,atm,False,,,-0.01,13,0.32,UPI,90.143.49.118,D5988680
T100668,2023-06-30T02:15:02.766650,ACC691534,ACC642824,57.65,payment,grocery,Toronto,pos,False,,,0.11,2,0.81,wire_transfer,107.220.142.160,D2668771
T100669,2023-05-07T23:44:51.316691,ACC224309,ACC401825,5.69,transfer,other,Singapore,web,False,,,-2.47,10,0.94,ACH,132.54.118.142,D3365639
T100670,2023-02-05T17:44:59.498855,ACC979535,ACC633408,341.27,withdrawal,retail,New York,web,False,,,-1.85,12,0.2,card,218.227.64.232,D5948298
T100671,2023-12-02T23:38:16.404153,ACC840632,ACC985778,979.01,deposit,other,Dubai,pos,False,,,0.14,3,0.86,wire_transfer,142.59.181.40,D4731953
T100672,2023-09-23T21:41:15.109308,ACC264340,ACC631691,26.22,transfer,grocery,Singapore,mobile,False,,,0.22,4,0.93,wire_transfer,162.97.18.4,D5125747
T100673,2023-02-20T11:01:19.677282,ACC330906,ACC806056,202.18,withdrawal,grocery,Singapore,web,False,,,-0.18,6,0.73,UPI,144.67.101.45,D9662181
T100674,2023-11-10T19:41:36.724390,ACC324593,ACC103353,15.57,payment,travel,Singapore,web,False,,,1.48,20,0.38,ACH,120.178.247.92,D6034852
T100675,2023-11-04T05:27:38.223136,ACC800423,ACC608622,45.76,payment,online,Toronto,pos,False,,,0.37,4,0.22,wire_transfer,147.214.228.166,D5150620
T100676,2023-08-30T21:47:00.034481,ACC284753,ACC587310,63.86,transfer,travel,Toronto,pos,False,,,0.17,16,0.6,ACH,120.14.148.137,D9514225
T100677,2023-03-21T01:19:48.288405,ACC163756,ACC689569,18.56,transfer,grocery,Toronto,pos,False,,,-1.14,15,0.43,UPI,133.27.137.248,D4673341
T100678,2023-05-05T02:00:43.335853,ACC423496,ACC569380,100.08,payment,utilities,Tokyo,web,False,,,1.31,11,0.13,card,10.10.194.46,D6591646
T100679,2023-11-30T16:07:20.012142,ACC166547,ACC786745,803.34,deposit,utilities,Toronto,web,False,,,-0.44,18,0.4,ACH,117.148.82.191,D6561682
T100680,2023-06-01T14:20:33.542583,ACC868956,ACC360784,773.27,deposit,retail,New York,mobile,False,,,0.08,10,0.3,UPI,117.126.17.139,D3074382
T100681,2023-10-25T05:50:36.872693,ACC787106,ACC520217,141.52,withdrawal,grocery,London,mobile,False,,,-0.28,17,0.72,card,212.10.7.77,D2603174
T100682,2023-09-27T02:15:03.482382,ACC303721,ACC971861,53.3,transfer,restaurant,Dubai,mobile,False,,,-0.1,9,0.97,wire_transfer,241.192.149.219,D2561327
T100683,2023-03-23T15:56:09.260661,ACC688247,ACC392089,7.7,payment,grocery,Berlin,pos,False,,,0.67,16,0.73,card,190.55.231.114,D1417616
T100684,2023-05-26T07:46:26.026483,ACC568802,ACC487786,95.7,payment,travel,Sydney,atm,False,,,1.0,4,0.56,ACH,106.250.127.42,D3371133
T100685,2023-05-28T18:59:19.816873,ACC648830,ACC858154,256.39,withdrawal,retail,Singapore,atm,False,,,-2.54,10,0.74,UPI,77.18.164.208,D1093478
T100686,2023-04-09T02:56:57.434260,ACC891714,ACC689729,9.06,payment,other,Toronto,web,False,,,-1.11,18,0.86,wire_transfer,41.53.217.39,D7302966
T100687,2023-02-16T10:59:40.401376,ACC269966,ACC645195,1090.12,deposit,entertainment,Berlin,pos,False,,,0.28,2,0.89,card,253.87.249.71,D8015348
T100688,2023-05-27T03:47:36.840592,ACC223295,ACC556633,63.29,transfer,grocery,Toronto,atm,False,,,0.77,7,0.8,ACH,190.128.241.236,D4533569
T100689,2023-12-09T16:08:02.000587,ACC855111,ACC993802,149.06,withdrawal,entertainment,Singapore,mobile,False,,,0.95,14,0.18,wire_transfer,240.34.2.159,D4148654
T100690,2023-03-14T20:35:04.245539,ACC663852,ACC580870,30.79,transfer,travel,New York,pos,False,,,1.3,8,0.34,ACH,7.98.140.145,D8149873
T100691,2023-08-02T16:56:34.990956,ACC485115,ACC754836,225.36,payment,grocery,Berlin,mobile,False,,,0.58,4,0.73,ACH,143.91.134.52,D3125741
T100692,2023-10-19T14:42:28.993765,ACC776153,ACC903266,35.8,payment,restaurant,Sydney,pos,False,,,0.86,7,0.09,ACH,75.73.84.243,D1004141
T100693,2023-04-29T01:26:23.253946,ACC243628,ACC636561,85.28,payment,online,Singapore,atm,False,,,1.52,17,0.76,wire_transfer,123.201.193.197,D8960419
T100694,2023-05-11T05:43:36.108094,ACC432369,ACC656464,994.04,deposit,utilities,Tokyo,atm,False,,,0.69,16,0.7,ACH,128.61.222.178,D3986552
T100695,2023-01-10T16:35:20.609684,ACC996922,ACC588715,29.89,transfer,online,Berlin,web,False,,,-1.08,12,0.18,UPI,5.100.226.184,D9824859
T100696,2023-03-13T21:13:27.101186,ACC425468,ACC444406,1060.17,deposit,restaurant,Sydney,mobile,False,,,0.78,16,0.4,wire_transfer,129.140.29.15,D8898869
T100697,2023-12-31T19:44:55.024666,ACC576557,ACC614117,382.07,withdrawal,other,London,mobile,False,,,0.17,1,0.61,wire_transfer,78.90.67.42,D8039259
T100698,2023-11-01T13:24:15.875191,ACC158770,ACC564915,1253.53,deposit,restaurant,London,atm,False,,,-0.92,11,0.84,ACH,162.86.187.7,D7764121
T100699,2023-06-02T20:28:39.561045,ACC802169,ACC164470,953.99,deposit,utilities,Tokyo,atm,False,,,-1.35,6,0.44,card,141.101.209.88,D1054096
T100700,2023-04-25T06:48:04.388517,ACC467719,ACC223432,40.63,transfer,other,London,pos,False,,,0.32,3,0.19,card,10.86.5.111,D7283563
T100701,2023-06-18T23:39:29.168829,ACC358717,ACC422733,170.63,withdrawal,entertainment,Sydney,mobile,False,,,0.29,10,0.18,UPI,71.161.211.115,D4158231
T100702,2023-04-10T19:43:22.633990,ACC285715,ACC409258,22.76,transfer,other,Sydney,mobile,False,,,-0.58,17,0.45,UPI,87.18.197.79,D4534335
T100703,2023-12-30T06:17:57.748896,ACC463773,ACC777388,26.55,transfer,utilities,Toronto,atm,False,,,0.75,17,0.77,card,132.111.239.133,D1527610
T100704,2023-12-04T04:00:49.457842,ACC790311,ACC761770,133.1,withdrawal,other,Tokyo,pos,False,,,-0.68,19,0.9,wire_transfer,165.53.183.4,D3663391
T100705,2023-06-04T05:31:55.205527,ACC453026,ACC779352,559.81,deposit,entertainment,Toronto,atm,False,,,0.7,15,0.55,ACH,11.224.233.222,D7699704
T100706,2023-06-23T03:29:28.929792,ACC364843,ACC858510,40.78,transfer,restaurant,Singapore,pos,False,,,2.23,8,0.76,wire_transfer,55.215.218.137,D7723471
T100707,2023-08-05T16:20:46.328388,ACC637085,ACC274467,12.07,transfer,utilities,Tokyo,web,False,,,0.57,2,0.97,wire_transfer,158.72.177.234,D7643674
T100708,2023-03-02T08:23:47.867820,ACC790601,ACC254655,277.92,withdrawal,entertainment,Sydney,atm,False,,,0.79,14,0.09,card,125.78.191.2,D9008504
T100709,2023-02-28T06:43:44.710492,ACC593670,ACC676537,42.9,payment,utilities,Singapore,pos,False,,,1.81,8,0.76,UPI,49.198.65.162,D3240199
T100710,2023-05-27T08:58:47.921259,ACC396951,ACC959613,288.73,payment,online,London,atm,False,,,-1.28,1,0.22,UPI,91.120.188.185,D6701752
T100711,2023-07-03T00:45:14.257002,ACC740225,ACC728275,177.48,payment,travel,Berlin,web,False,,,-2.32,7,0.04,UPI,154.222.47.173,D7443567
T100712,2023-08-28T06:26:01.068813,ACC258070,ACC398806,21.08,transfer,online,Singapore,mobile,False,,,1.01,6,0.4,wire_transfer,54.238.42.177,D2701295
T100713,2023-08-28T21:24:32.288003,ACC942583,ACC946112,61.8,deposit,entertainment,Toronto,web,False,,,-0.27,15,0.01,UPI,205.216.27.155,D8130001
T100714,2023-04-06T05:45:56.417705,ACC221591,ACC732958,136.37,payment,restaurant,Singapore,atm,False,,,0.48,14,0.53,wire_transfer,196.40.76.3,D6655862
T100715,2023-12-14T00:14:33.556192,ACC718820,ACC370361,850.85,withdrawal,other,Dubai,mobile,False,,,0.41,10,0.04,UPI,250.235.187.25,D7195765
T100716,2023-04-03T12:22:58.109581,ACC807784,ACC410529,1071.62,deposit,grocery,Tokyo,atm,False,,,-0.94,10,0.64,wire_transfer,57.182.18.202,D5171264
T100717,2023-03-06T16:02:48.318708,ACC199166,ACC232177,281.77,withdrawal,other,Dubai,atm,False,,,0.54,15,0.69,wire_transfer,124.234.20.39,D6479245
T100718,2023-05-17T05:41:13.488505,ACC738953,ACC858970,282.04,deposit,online,London,atm,False,,,-0.19,9,0.72,wire_transfer,40.221.59.98,D5378446
T100719,2023-12-30T22:29:06.923162,ACC639009,ACC665347,310.02,withdrawal,retail,Toronto,pos,False,,,0.1,14,0.27,ACH,95.141.23.204,D4041045
T100720,2023-09-05T21:06:15.338884,ACC105296,ACC526962,419.13,withdrawal,retail,Dubai,web,False,,,-0.14,11,0.1,wire_transfer,115.9.166.113,D2069085
T100721,2023-08-13T02:44:37.692213,ACC846621,ACC738914,78.57,payment,online,Toronto,pos,False,,,1.34,18,0.01,UPI,174.163.177.227,D3546422
T100722,2023-06-19T13:39:37.992765,ACC623212,ACC320869,75.95,withdrawal,online,Sydney,pos,False,,,-0.69,3,0.63,card,176.42.106.189,D6100822
T100723,2023-04-17T22:22:11.470268,ACC573431,ACC807265,28.62,payment,retail,Tokyo,web,False,,,-1.1,19,0.43,wire_transfer,11.145.251.120,D7296226
T100724,2023-12-03T09:30:15.200972,ACC496811,ACC736613,544.03,deposit,travel,Dubai,web,False,,,1.3,6,0.86,ACH,205.209.180.111,D8015896
T100725,2023-11-26T00:01:12.078075,ACC434918,ACC907927,13.59,transfer,travel,Toronto,pos,False,,,-0.06,13,0.49,ACH,237.146.230.80,D3980080
T100726,2023-05-27T00:28:34.299947,ACC658540,ACC970177,19.44,transfer,other,Tokyo,mobile,False,,,-0.91,14,0.41,UPI,14.114.70.41,D7858110
T100727,2023-12-12T12:29:01.713453,ACC739434,ACC362081,213.49,withdrawal,other,London,atm,False,,,-0.5,20,0.88,card,199.98.82.234,D7191871
T100728,2023-09-22T05:00:23.559181,ACC283722,ACC595104,530.25,withdrawal,restaurant,Tokyo,atm,False,,,0.54,15,0.46,card,227.123.90.236,D9392214
T100729,2023-08-23T21:28:56.354553,ACC978576,ACC447350,0.01,withdrawal,utilities,Singapore,mobile,False,,,-0.42,2,0.68,card,208.240.197.36,D7997602
T100730,2023-12-17T10:21:19.412999,ACC663443,ACC226858,711.55,deposit,other,Singapore,mobile,False,,,0.71,2,0.36,wire_transfer,225.219.63.53,D3449200
T100731,2023-11-06T22:20:11.598323,ACC890183,ACC930072,753.54,deposit,entertainment,Toronto,pos,False,,,-1.74,5,0.91,wire_transfer,247.107.135.49,D6536912
T100732,2023-08-23T10:13:53.780898,ACC580501,ACC843527,167.53,payment,utilities,Sydney,atm,False,,,-0.33,15,0.7,wire_transfer,140.18.71.75,D9754003
T100733,2023-04-16T13:39:02.046419,ACC488865,ACC690913,8.85,transfer,grocery,Sydney,web,False,,,-0.83,16,0.71,wire_transfer,150.79.65.75,D5904531
T100734,2023-11-10T22:07:59.534925,ACC767693,ACC338989,713.87,deposit,utilities,Sydney,web,False,,,-0.09,17,0.41,card,87.176.79.160,D9780144
T100735,2023-05-18T06:24:58.426771,ACC779872,ACC277336,27.86,payment,entertainment,Singapore,pos,False,,,1.6,3,0.34,card,158.105.114.76,D5669360
T100736,2023-08-12T02:41:49.998520,ACC927614,ACC225400,339.33,withdrawal,restaurant,Singapore,pos,False,,,1.04,17,0.9,card,103.186.16.204,D2658260
T100737,2023-12-15T03:46:03.508233,ACC170461,ACC384660,1397.98,deposit,retail,Singapore,web,False,,,-1.63,9,0.8,ACH,93.125.116.233,D3976792
T100738,2023-01-16T11:26:21.339330,ACC378673,ACC678788,46.39,transfer,travel,Berlin,mobile,False,,,-0.35,8,0.24,ACH,244.237.50.26,D6349555
T100739,2023-10-16T10:32:28.577455,ACC305967,ACC601532,999.1,deposit,other,London,pos,False,,,-0.05,4,0.54,ACH,110.249.153.4,D8210103
T100740,2023-11-11T10:34:42.754175,ACC854955,ACC564143,145.66,withdrawal,other,New York,atm,False,,,-0.94,6,0.33,UPI,247.145.153.135,D9928667
T100741,2023-04-02T05:25:57.857584,ACC810769,ACC688528,41.25,transfer,other,London,web,False,,,-0.69,1,0.32,UPI,240.253.83.91,D2099905
T100742,2023-10-06T10:26:06.843951,ACC419439,ACC199161,93.02,payment,restaurant,Tokyo,web,False,,,0.06,17,0.31,card,241.52.153.107,D3593718
T100743,2023-04-29T10:11:06.538649,ACC903625,ACC515487,883.86,withdrawal,entertainment,Tokyo,atm,False,,,-0.69,20,0.79,UPI,137.117.134.241,D6093866
T100744,2023-05-16T17:07:49.102427,ACC449933,ACC862010,21.67,transfer,restaurant,Singapore,atm,False,,,-1.56,1,0.76,UPI,206.28.209.181,D3347640
T100745,2023-12-23T04:52:30.907937,ACC120425,ACC958294,500.27,withdrawal,utilities,Sydney,atm,False,,,-0.66,1,0.32,wire_transfer,195.166.102.110,D9437990
T100746,2023-06-10T23:18:12.933175,ACC212024,ACC178042,407.17,withdrawal,entertainment,Toronto,pos,False,,,2.31,13,0.69,UPI,249.127.143.192,D1995171
T100747,2023-02-07T20:36:49.191466,ACC459338,ACC389455,93.87,transfer,other,Sydney,mobile,False,,,-0.72,5,0.88,UPI,37.166.211.77,D3523621
T100748,2023-08-05T00:43:15.093279,ACC309709,ACC689128,422.78,deposit,other,Berlin,atm,False,,,-1.73,1,0.14,wire_transfer,34.160.184.228,D4603961
T100749,2023-03-09T19:03:59.953377,ACC338742,ACC583187,4.86,transfer,restaurant,Berlin,atm,False,,,-0.64,20,0.75,wire_transfer,11.71.61.210,D8169423
T100750,2023-05-26T06:39:28.490690,ACC936865,ACC150364,1111.97,deposit,restaurant,New York,pos,False,,,1.97,11,0.79,card,251.144.170.34,D2267561
T100751,2023-07-27T01:05:15.426471,ACC918506,ACC217791,135.96,withdrawal,travel,Singapore,web,False,,,-0.51,14,0.82,card,238.231.77.169,D2225169
T100752,2023-03-09T01:27:45.655743,ACC456316,ACC576102,88.22,payment,retail,Dubai,atm,False,,,-0.71,1,0.23,card,218.77.132.114,D6479762
T100753,2023-07-15T03:30:39.776138,ACC797724,ACC310062,19.95,transfer,entertainment,Berlin,web,False,,,-0.7,10,0.18,ACH,13.20.65.178,D2162105
T100754,2023-04-30T22:33:31.609610,ACC341281,ACC790138,93.25,withdrawal,utilities,Sydney,web,False,,,0.73,7,0.77,UPI,13.70.225.63,D7293367
T100755,2023-01-11T05:42:47.722491,ACC995681,ACC875854,236.8,withdrawal,online,New York,pos,False,,,-0.04,13,0.2,UPI,194.63.47.89,D9501071
T100756,2023-12-01T07:21:39.336772,ACC641585,ACC227615,587.17,withdrawal,utilities,London,pos,False,,,-0.0,7,0.21,wire_transfer,46.184.244.130,D9535161
T100757,2023-02-11T11:03:11.025566,ACC116929,ACC107608,59.1,payment,online,Dubai,mobile,False,,,-0.87,12,0.95,wire_transfer,33.222.153.117,D2416860
T100758,2023-08-26T21:47:23.849170,ACC594258,ACC116619,28.59,transfer,restaurant,New York,web,False,,,0.06,17,0.16,ACH,240.19.31.107,D5917143
T100759,2023-05-17T05:07:38.577323,ACC963240,ACC265132,7.39,payment,entertainment,Tokyo,web,False,,,0.12,12,0.88,ACH,56.83.15.254,D4423842
T100760,2023-04-23T13:07:40.079527,ACC491311,ACC982298,7.76,transfer,restaurant,New York,mobile,False,,,1.11,5,0.91,wire_transfer,23.193.86.80,D2679655
T100761,2023-01-06T17:51:39.318650,ACC196598,ACC540279,971.47,deposit,travel,Singapore,pos,False,,,0.2,18,0.44,UPI,0.159.243.240,D5309422
T100762,2023-02-17T16:01:11.401595,ACC666216,ACC483341,1004.19,deposit,other,Singapore,web,False,,,0.1,5,0.23,ACH,42.48.206.144,D2765436
T100763,2023-04-02T12:03:44.045931,ACC293595,ACC865492,86.93,transfer,restaurant,Singapore,atm,False,,,0.52,11,0.42,ACH,74.17.197.24,D4320146
T100764,2023-12-24T12:41:17.599271,ACC249898,ACC765458,376.18,deposit,utilities,Tokyo,pos,False,,,1.14,12,0.19,wire_transfer,207.231.109.232,D5409130
T100765,2023-07-19T08:54:13.606578,ACC881147,ACC392872,31.68,transfer,restaurant,Tokyo,atm,False,,,0.08,16,0.77,wire_transfer,233.49.175.134,D2058940
T100766,2023-10-13T22:55:09.822565,ACC773492,ACC126648,586.32,withdrawal,travel,Berlin,pos,False,,,1.15,5,0.87,card,157.231.223.42,D9467858
T100767,2023-03-09T07:41:03.933276,ACC304344,ACC248592,620.74,withdrawal,retail,Berlin,atm,False,,,1.08,19,0.86,ACH,24.185.117.85,D7282599
T100768,2023-02-28T19:38:53.604380,ACC273681,ACC765748,36.72,withdrawal,entertainment,Dubai,web,False,,,2.51,13,0.3,wire_transfer,215.243.239.164,D3283712
T100769,2023-09-21T17:45:26.622591,ACC100370,ACC178507,18.76,transfer,grocery,Berlin,mobile,False,,,0.8,14,0.14,card,246.82.124.200,D3675009
T100770,2023-08-25T07:42:04.723609,ACC720145,ACC302764,456.1,withdrawal,restaurant,London,web,False,,,0.64,19,0.94,wire_transfer,77.105.227.72,D5621624
T100771,2023-10-05T14:43:15.796089,ACC767687,ACC222989,123.68,transfer,travel,Singapore,web,False,,,0.78,10,0.82,UPI,232.78.36.174,D5565127
T100772,2023-12-13T14:30:50.716671,ACC500033,ACC978683,22.53,transfer,travel,Singapore,pos,False,,,1.09,16,0.76,ACH,115.52.45.185,D5048217
T100773,2023-11-15T04:36:17.569781,ACC618554,ACC977353,257.02,payment,online,New York,mobile,False,,,-1.08,9,0.9,wire_transfer,168.214.128.182,D2394075
T100774,2023-01-06T15:13:57.801448,ACC945143,ACC609134,377.38,withdrawal,other,Berlin,pos,False,,,1.38,16,0.56,wire_transfer,192.195.21.55,D2653843
T100775,2023-07-30T05:28:46.544794,ACC901144,ACC350205,8.25,transfer,online,Dubai,mobile,False,,,1.06,15,0.85,wire_transfer,19.204.221.13,D4624541
T100776,2023-07-26T22:18:24.396753,ACC761149,ACC444941,1365.34,deposit,grocery,Dubai,mobile,False,,,0.45,12,0.35,UPI,127.141.228.24,D6444414
T100777,2023-06-18T01:52:19.402811,ACC375957,ACC905947,239.59,withdrawal,utilities,Toronto,pos,False,,,-0.62,6,0.84,wire_transfer,45.170.180.116,D6310561
T100778,2023-10-30T14:15:50.568628,ACC857009,ACC194825,6.22,payment,restaurant,Singapore,web,False,,,0.58,16,0.35,UPI,224.185.81.86,D6415010
T100779,2023-01-07T01:31:24.294334,ACC710110,ACC425611,20.11,transfer,entertainment,Dubai,mobile,False,,,1.88,3,0.09,ACH,207.134.74.174,D9939366
T100780,2023-05-10T07:17:05.810934,ACC503953,ACC208659,85.43,transfer,travel,Toronto,web,False,,,0.35,5,0.67,UPI,140.13.253.114,D4673793
T100781,2023-03-31T20:16:52.418949,ACC561746,ACC779367,148.23,withdrawal,entertainment,New York,atm,False,,,-0.67,1,0.86,ACH,247.224.212.98,D7917641
T100782,2023-03-10T13:52:06.453521,ACC709113,ACC519028,9.04,payment,grocery,Toronto,atm,False,,,-1.47,8,0.32,UPI,182.39.68.164,D5142216
T100783,2023-10-19T03:04:48.019984,ACC235019,ACC201314,1.81,payment,restaurant,London,web,False,,,1.56,18,0.82,wire_transfer,114.238.137.27,D8721526
T100784,2023-08-15T11:44:24.146905,ACC719774,ACC557372,589.0,deposit,entertainment,New York,pos,False,,,0.9,5,0.06,card,181.33.141.129,D1462664
